name,image,rating,ratings_count,genres,platforms,tags,features
Cave Story+,https://media.rawg.io/media/screenshots/4f2/4f2246a85225b7a91d63990fe540b7c4.jpg,3.95,312,Action|Adventure|Indie|Platformer,Nintendo Switch|Nintendo 3DS|Nintendo DS|Wii|macOS|PC|Linux,Singleplayer|Steam Achievements|Great Soundtrack|Story Rich|2D|Sci-fi|Partial Controller Support|Exploration|Difficult|Classic|Pixel Graphics|Controller|Dark|Retro|Anime|Cute|Replay Value|Mystery|Story|Metroidvania|Remake|Music|character|Epic|Soundtrack|weapons|explore|race|unique|match|memory|boss|fly|hd|rabbit|village|rush,action adventure indie platformer nintendo_switch nintendo_3ds nintendo_ds wii macos pc linux singleplayer steam_achievements great_soundtrack story_rich 2d sci-fi partial_controller_support exploration difficult classic pixel_graphics controller dark retro anime cute replay_value mystery story metroidvania remake music character epic soundtrack weapons explore race unique match memory boss fly hd rabbit village rush
Bomber Crew,https://media.rawg.io/media/screenshots/9d1/9d12fe709e4bc87166b1cdb2101fa91b.jpg,3.11,140,Strategy|Simulation,Xbox One|Nintendo Switch|PlayStation 4|macOS|Linux|PC,Singleplayer|Steam Achievements|Partial Controller Support|3D,strategy simulation xbox_one nintendo_switch playstation_4 macos linux pc singleplayer steam_achievements partial_controller_support 3d
Quiplash,https://media.rawg.io/media/screenshots/680/6805c301d72c53ee9f4e8b8ed2d4558a.jpg,3.56,155,Strategy|Casual|Indie,Xbox One|PlayStation 4|PlayStation 3|macOS|PC,Steam Achievements|Multiplayer|Steam Cloud|Co-op|cooperative|Partial Controller Support|Comedy|Local Multiplayer|Family Friendly,strategy casual indie xbox_one playstation_4 playstation_3 macos pc steam_achievements multiplayer steam_cloud co-op cooperative partial_controller_support comedy local_multiplayer family_friendly
Tricky Towers,https://media.rawg.io/media/games/df4/df464501be72da0052bc5e4c8896a0aa.jpg,3.68,454,Arcade|Casual|Indie|Puzzle,Xbox One|Android|iOS|PC|macOS|Linux|PlayStation 4|Nintendo Switch,Singleplayer|Steam Achievements|Multiplayer|Full controller support|steam-trading-cards|cooperative|2D|Steam Leaderboards|Online multiplayer|Split Screen|Local Multiplayer|Physics|4 Player Local|party,arcade casual indie puzzle xbox_one android ios pc macos linux playstation_4 nintendo_switch singleplayer steam_achievements multiplayer full_controller_support steam-trading-cards cooperative 2d steam_leaderboards online_multiplayer split_screen local_multiplayer physics 4_player_local party
Killzone Shadow Fall,https://media.rawg.io/media/games/dfa/dfa0906773ebb8a50d15548ac5b8ee5e.jpg,3.16,544,Shooter,PlayStation 4,exclusive|true exclusive,shooter playstation_4 exclusive true_exclusive
Two Worlds II,https://media.rawg.io/media/games/db7/db7ede330a09ddeb5c899900f70b1896.jpg,3.03,264,RPG,Xbox 360|macOS|PC,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|RPG|Co-op|Story Rich|Open World|cooperative|Third Person|Online Co-Op|Fantasy|Exploration|Sandbox|Violent|Online multiplayer|Action RPG|Cross-Platform Multiplayer|Nudity|Hack and Slash|In-App Purchases|Dark Fantasy|Crafting|Magic|Inventory Management,rpg xbox_360 macos pc singleplayer steam_achievements multiplayer full_controller_support steam_cloud atmospheric steam-trading-cards great_soundtrack rpg co-op story_rich open_world cooperative third_person online_co-op fantasy exploration sandbox violent online_multiplayer action_rpg cross-platform_multiplayer nudity hack_and_slash in-app_purchases dark_fantasy crafting magic inventory_management
Tom Clancy’s Splinter Cell Blacklist,https://media.rawg.io/media/games/de9/de93cd3e51d2c57e33bbf7dade34f25a.jpg,4.08,576,Action,PC|Wii U|Xbox 360|PlayStation 3|Xbox One,cooperative,action pc wii_u xbox_360 playstation_3 xbox_one cooperative
Gang Beasts,https://media.rawg.io/media/screenshots/160/160f894fc774f4cc51a99f435abadd4e.jpg,3.9,397,Action|Adventure|Casual|Indie,PlayStation 4|Xbox One|PC|Linux|macOS,Singleplayer|Multiplayer|Full controller support|Great Soundtrack|Co-op|cooperative|Third Person|Funny|Sandbox|Comedy|Online multiplayer|Split Screen|Local Multiplayer|Early Access|Colorful|Physics|Beat 'em up|4 Player Local|4 giocatori divano|soft-body physics,action adventure casual indie playstation_4 xbox_one pc linux macos singleplayer multiplayer full_controller_support great_soundtrack co-op cooperative third_person funny sandbox comedy online_multiplayer split_screen local_multiplayer early_access colorful physics beat_'em_up 4_player_local 4_giocatori_divano soft-body_physics
Wasteland 2: Director's Cut,https://media.rawg.io/media/games/4f4/4f4c0c0d2127fd67b1e894204029468b.jpg,3.63,329,Adventure|RPG|Strategy|Indie,Nintendo Switch|PlayStation 4|Linux|PC|macOS|Xbox One,Singleplayer|Steam Achievements|Steam Cloud|Atmospheric|steam-trading-cards|RPG|Open World|Sci-fi|Partial Controller Support|Exploration|Survival|Action RPG|Tactical|Early Access|role-playing|Turn-Based|Post-apocalyptic|Captions available|Isometric|Turn-Based Strategy|Kickstarter|CRPG|Old School|Crowdfunded,adventure rpg strategy indie nintendo_switch playstation_4 linux pc macos xbox_one singleplayer steam_achievements steam_cloud atmospheric steam-trading-cards rpg open_world sci-fi partial_controller_support exploration survival action_rpg tactical early_access role-playing turn-based post-apocalyptic captions_available isometric turn-based_strategy kickstarter crpg old_school crowdfunded
Crash Bandicoot,https://media.rawg.io/media/games/bc1/bc141ec3f4ca8d1d14f0ab4e4f9e654d.jpg,4.15,780,Action|Platformer,PlayStation,playstation platinum range releases|playstation the best series|console generation exclusives: playstation|playstation greatest hits releases|crash bandicoot series|gameplay feature: game completion percentage|games that include a playable demo of another game,action platformer playstation playstation_platinum_range_releases playstation_the_best_series console_generation_exclusives:_playstation playstation_greatest_hits_releases crash_bandicoot_series gameplay_feature:_game_completion_percentage games_that_include_a_playable_demo_of_another_game
Mini Ninjas,https://media.rawg.io/media/screenshots/157/1571cdfb52888191eabaf53c2b897240.jpg,3.5,227,Action|Adventure|Family,Wii|PC|PlayStation 3|Nintendo DS|macOS|Xbox 360,Singleplayer|Multiplayer|Open World|Third Person|Funny|Stealth|Controller|Family Friendly|Cute|3D Platformer|Ninja,action adventure family wii pc playstation_3 nintendo_ds macos xbox_360 singleplayer multiplayer open_world third_person funny stealth controller family_friendly cute 3d_platformer ninja
King's Bounty: The Legend,https://media.rawg.io/media/games/1aa/1aa082df2dbde6940e9ccbee4aac0feb.jpg,4.2,370,RPG|Strategy,PC|macOS,Singleplayer|Steam Cloud|Atmospheric|Great Soundtrack|RPG|Open World|Fantasy|Classic|Tactical|role-playing|Turn-Based|Turn-Based Strategy|Turn-Based Combat|Tactical RPG|Hex Grid,rpg strategy pc macos singleplayer steam_cloud atmospheric great_soundtrack rpg open_world fantasy classic tactical role-playing turn-based turn-based_strategy turn-based_combat tactical_rpg hex_grid
Capcom Arcade Stadium,https://media.rawg.io/media/games/2a5/2a5072e5b28e1653a10e4f931f1991af.jpg,2.68,73,Action|Arcade,PlayStation 4|Nintendo Switch|PC|Xbox One,Singleplayer|Multiplayer|Full controller support|Co-op|2D|Free to Play|Split Screen|Local Co-Op|Local Multiplayer|In-App Purchases|3D|Beat 'em up|Steam Trading Cards|1990's|4 Player Local|1980s|2D Fighter|Remote Play Together|2D Platformer|2D-платформер|Shared/Split Screen Co-op|2D-файтинг,action arcade playstation_4 nintendo_switch pc xbox_one singleplayer multiplayer full_controller_support co-op 2d free_to_play split_screen local_co-op local_multiplayer in-app_purchases 3d beat_'em_up steam_trading_cards 1990's 4_player_local 1980s 2d_fighter remote_play_together 2d_platformer 2d-платформер shared/split_screen_co-op 2d-файтинг
Crusader Kings III,https://media.rawg.io/media/games/77e/77e8a4a7b377a081aabd0dbf688417e1.jpg,4.31,455,RPG|Strategy|Simulation,macOS|PlayStation 5|Xbox Series S/X|PC|Linux,Singleplayer|Multiplayer|RPG|Online multiplayer|Historical|Medieval|Sexual Content|Dating Sim|Grand Strategy,rpg strategy simulation macos playstation_5 xbox_series_s/x pc linux singleplayer multiplayer rpg online_multiplayer historical medieval sexual_content dating_sim grand_strategy
Punch Club,https://media.rawg.io/media/screenshots/ad1/ad15e71b0a3d431ce0a59bcd783efa88.jpg,3.66,376,RPG|Strategy|Simulation|Sports|Fighting|Indie,Xbox One|Linux|Android|iOS|PC|macOS|Nintendo Switch|Nintendo 3DS|PlayStation 4,Singleplayer|Steam Achievements|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|RPG|Story Rich|2D|Funny|Difficult|Pixel Graphics|Retro|role-playing|Captions available|Management|2D Fighter,rpg strategy simulation sports fighting indie xbox_one linux android ios pc macos nintendo_switch nintendo_3ds playstation_4 singleplayer steam_achievements steam_cloud atmospheric steam-trading-cards great_soundtrack rpg story_rich 2d funny difficult pixel_graphics retro role-playing captions_available management 2d_fighter
Call of Duty: Black Ops 4,https://media.rawg.io/media/games/450/4501d8493e6ed172bd4982a16b56e580.jpg,3.29,567,Action|Shooter,PC|Xbox One|PlayStation 4,Multiplayer|Co-op|First-Person|Survival|Military|battle-royale,action shooter pc xbox_one playstation_4 multiplayer co-op first-person survival military battle-royale
DiRT 3,https://media.rawg.io/media/games/640/6409857596fe6553d3bb5af9a17f6160.jpg,3.67,409,Sports|Racing|Arcade,PlayStation 3|Xbox 360|PC,Physics|Driving|race|cars,sports racing arcade playstation_3 xbox_360 pc physics driving race cars
Call of Duty 2,https://media.rawg.io/media/games/50c/50c69996b917ae50d8d319f6ce9bed37.jpg,4.21,937,Shooter,macOS|PC|Xbox 360|iOS|Xbox One,Singleplayer|Multiplayer|Atmospheric|Co-op|Story Rich|cooperative|First-Person|FPS|Classic|Zombies|War|Historical|World War II,shooter macos pc xbox_360 ios xbox_one singleplayer multiplayer atmospheric co-op story_rich cooperative first-person fps classic zombies war historical world_war_ii
Horizon Chase Turbo,https://media.rawg.io/media/games/d16/d160819f22de73d29813f7b6dad815f9.jpg,3.43,401,Action|Sports|Racing|Casual|Indie,PlayStation 4|Nintendo Switch|PC|macOS|Linux|Xbox One,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|steam-trading-cards|Great Soundtrack|Steam Leaderboards|Split Screen|Local Co-Op|Local Multiplayer|Retro|4 Player Local,action sports racing casual indie playstation_4 nintendo_switch pc macos linux xbox_one singleplayer steam_achievements multiplayer full_controller_support steam_cloud steam-trading-cards great_soundtrack steam_leaderboards split_screen local_co-op local_multiplayer retro 4_player_local
Devil May Cry 4: Special Edition,https://media.rawg.io/media/games/8e7/8e79a8e6bd4e71c8ce0006544a17aaf2.jpg,4.19,562,Action,Xbox One|PlayStation 4|PC,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|RPG|Story Rich|Third Person|Difficult|Classic|Female Protagonist|Controller|Anime|Hack and Slash|Replay Value|Beat 'em up|Remake|Stylized|Character Action Game|Spectacle fighter,action xbox_one playstation_4 pc singleplayer steam_achievements full_controller_support steam_cloud atmospheric steam-trading-cards great_soundtrack rpg story_rich third_person difficult classic female_protagonist controller anime hack_and_slash replay_value beat_'em_up remake stylized character_action_game spectacle_fighter
Shank 2,https://media.rawg.io/media/games/a6e/a6e83e0f449883b6df57ae52b6805756.jpg,3.57,265,Action|Adventure|Arcade|Indie,PlayStation 3|Xbox 360|Linux|PC|macOS,Singleplayer|Full controller support|Co-op|cooperative|2D|Gore|Local Co-Op|Controller|Hack and Slash|Mature|Side Scroller|Beat 'em up|Stylized,action adventure arcade indie playstation_3 xbox_360 linux pc macos singleplayer full_controller_support co-op cooperative 2d gore local_co-op controller hack_and_slash mature side_scroller beat_'em_up stylized
Untitled Goose Game,https://media.rawg.io/media/games/199/1996ab6448cadb2ce4bea31536466333.jpg,4.04,714,Action|Family|Indie|Puzzle,Nintendo Switch|Xbox One|PlayStation 4|PC|macOS,Singleplayer|Full controller support|Steam Cloud|Comedy|Stealth|Family Friendly|humor|hilarious,action family indie puzzle nintendo_switch xbox_one playstation_4 pc macos singleplayer full_controller_support steam_cloud comedy stealth family_friendly humor hilarious
Poker Night at the Inventory,https://media.rawg.io/media/screenshots/1be/1be2141edae05d4ba9858182b081e604.jpg,3.4,248,Sports|Casual|Card,PC|macOS,Singleplayer|Steam Achievements|Multiplayer|First-Person|Funny|Comedy|Point & Click|Memes|Card Game|Touch-Friendly|Conversation|Gambling,sports casual card pc macos singleplayer steam_achievements multiplayer first-person funny comedy point_&_click memes card_game touch-friendly conversation gambling
Aperture Desk Job,https://media.rawg.io/media/games/acc/acc3de7aaa850ad998d49b15f8901e23.jpg,3.81,204,Action|Adventure|Casual,PC|Linux,Singleplayer|Full controller support|Story Rich|Funny|Comedy|Free to Play|Controller|Family Friendly|3D|Cinematic|Robots|Artificial Intelligence|On-Rails Shooter,action adventure casual pc linux singleplayer full_controller_support story_rich funny comedy free_to_play controller family_friendly 3d cinematic robots artificial_intelligence on-rails_shooter
"Warhammer 40,000: Dawn of War II: Retribution",https://media.rawg.io/media/games/ae4/ae4a8087739c065fb6ddda1308820ece.jpg,3.82,267,RPG|Strategy,PC|macOS|Linux,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Atmospheric|Great Soundtrack|RPG|Co-op|cooperative|Sci-fi|Online Co-Op|Fantasy|Gore|Steam Leaderboards|Tactical|stats|Space|War|Futuristic|RTS|Blood|Real-Time|Games Workshop|Warhammer 40K|planets|interactive|office,rpg strategy pc macos linux singleplayer steam_achievements multiplayer steam_cloud atmospheric great_soundtrack rpg co-op cooperative sci-fi online_co-op fantasy gore steam_leaderboards tactical stats space war futuristic rts blood real-time games_workshop warhammer_40k planets interactive office
Planet Coaster,https://media.rawg.io/media/games/aea/aea1581227fa10cbc006a6594845a01e.jpg,3.78,295,Strategy|Simulation,Xbox One|PlayStation 4|Xbox Series S/X|PlayStation 5|PC,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Open World|First-Person|Funny|Sandbox|Steam Workshop|Family Friendly|Colorful|Realistic|Building|Management|Base Building|Economy,strategy simulation xbox_one playstation_4 xbox_series_s/x playstation_5 pc singleplayer steam_achievements multiplayer steam_cloud atmospheric steam-trading-cards great_soundtrack open_world first-person funny sandbox steam_workshop family_friendly colorful realistic building management base_building economy
Hue,https://media.rawg.io/media/screenshots/2d9/2d9f74addd8f5b5f83459c2cb700aaf4.jpg,3.36,337,Adventure|Board Games|Indie|Puzzle,PS Vita|PlayStation 4|Nintendo Switch|Xbox One|macOS|PC|Linux|iOS,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Great Soundtrack|2D|Colorful|Metroidvania|Puzzle-Platformer|Narration,adventure board_games indie puzzle ps_vita playstation_4 nintendo_switch xbox_one macos pc linux ios singleplayer steam_achievements full_controller_support steam_cloud great_soundtrack 2d colorful metroidvania puzzle-platformer narration
Pathfinder: Kingmaker,https://media.rawg.io/media/games/4e6/4e6c6259ad910c31261d90b42c45e046.jpg,3.92,320,RPG,Linux|macOS|PC|PlayStation 4|Xbox One,Singleplayer|RPG|Story Rich|Fantasy|Action-Adventure|Isometric|CRPG|Role Playing Game|Dungeons & Dragons|isomentric,rpg linux macos pc playstation_4 xbox_one singleplayer rpg story_rich fantasy action-adventure isometric crpg role_playing_game dungeons_&_dragons isomentric
